,BLA,BLP,MABH,BN,FAR,BD,HBN,AHBH,ABH,DHBH,ABF,CL,RBS,HBFR,BL,LU,SBLU,SLR
61,"J: +68,167.29 to +723,844.63","J: +1,137.65 to +5,919.44",J: +100.35 to +338.05,J: +37.00 to +389.00,G: +2.90 to +4.06,F: +0.28 to +0.33,J: +11.00 to +113.00,H: +50.20 to +60.59,G: +25.87 to +32.47,I: +11.99 to +19.31,E: +287.72 to +376.68,F: +0.20 to +0.26,C: +0.00 to +0.37,F: +0.00 to +0.50,J: +0.69 to +1.00,M,"A, B","trunk, primary, secondary, tertiary, residential"
62,"G: +16,208.22 to +25,962.57",F: +479.10 to +575.40,C: +0.00 to +12.00,C: +0.00 to +1.00,C: +0.00 to +0.40,C: +0.00 to +0.08,A: +0.00 to +0.00,A: +0.00 to +0.00,C: +4.58 to +12.32,A: +0.00 to +0.00,C: +0.00 to +172.15,C: +0.00 to +0.04,G: +0.86 to +1.00,A: +0.00 to +0.00,J: +0.69 to +1.00,B,"A, B, M","primary, tertiary, residential"
63,"I: +37,105.02 to +68,167.29","I: +877.46 to +1,137.65",I: +80.48 to +100.35,J: +37.00 to +389.00,H: +4.06 to +5.96,F: +0.28 to +0.33,J: +11.00 to +113.00,H: +50.20 to +60.59,H: +32.47 to +43.58,I: +11.99 to +19.31,E: +287.72 to +376.68,G: +0.26 to +0.33,D: +0.37 to +0.58,F: +0.00 to +0.50,J: +0.69 to +1.00,B,"A, B, R","secondary, residential"
64,"J: +68,167.29 to +723,844.63","J: +1,137.65 to +5,919.44",F: +36.00 to +47.89,J: +37.00 to +389.00,D: +0.40 to +1.50,D: +0.08 to +0.21,G: +1.00 to +3.00,F: +0.00 to +43.06,D: +12.32 to +17.74,G: +0.00 to +5.71,"I: +800.41 to +1,173.35",D: +0.04 to +0.12,C: +0.00 to +0.37,A: +0.00 to +0.00,I: +0.53 to +0.69,A,"B, R, M","trunk, primary, secondary, tertiary, residential"
65,"J: +68,167.29 to +723,844.63","J: +1,137.65 to +5,919.44",G: +47.89 to +62.56,J: +37.00 to +389.00,F: +2.17 to +2.90,F: +0.28 to +0.33,J: +11.00 to +113.00,G: +43.06 to +50.20,F: +20.19 to +25.87,H: +5.71 to +11.99,E: +287.72 to +376.68,G: +0.26 to +0.33,D: +0.37 to +0.58,H: +0.79 to +1.00,J: +0.69 to +1.00,R,"A, B, R","trunk, primary, secondary, tertiary, residential"
66,"I: +37,105.02 to +68,167.29",H: +705.73 to +877.46,I: +80.48 to +100.35,I: +19.00 to +37.00,H: +4.06 to +5.96,E: +0.21 to +0.28,J: +11.00 to +113.00,I: +60.59 to +73.47,I: +43.58 to +59.04,I: +11.99 to +19.31,F: +376.68 to +466.13,G: +0.26 to +0.33,E: +0.58 to +0.73,G: +0.50 to +0.79,I: +0.53 to +0.69,A,"A, R","secondary, tertiary, residential"
67,"J: +68,167.29 to +723,844.63","J: +1,137.65 to +5,919.44",J: +100.35 to +338.05,J: +37.00 to +389.00,E: +1.50 to +2.17,D: +0.08 to +0.21,J: +11.00 to +113.00,J: +73.47 to +217.00,I: +43.58 to +59.04,J: +19.31 to +128.65,D: +172.15 to +287.72,E: +0.12 to +0.20,E: +0.58 to +0.73,F: +0.00 to +0.50,I: +0.53 to +0.69,A,"A, R, S","secondary, residential"
68,"J: +68,167.29 to +723,844.63","J: +1,137.65 to +5,919.44",I: +80.48 to +100.35,I: +19.00 to +37.00,D: +0.40 to +1.50,C: +0.00 to +0.08,I: +6.00 to +11.00,I: +60.59 to +73.47,I: +43.58 to +59.04,I: +11.99 to +19.31,F: +376.68 to +466.13,E: +0.12 to +0.20,F: +0.73 to +0.86,H: +0.79 to +1.00,J: +0.69 to +1.00,A,S,"primary, secondary, tertiary, residential"
69,"I: +37,105.02 to +68,167.29","I: +877.46 to +1,137.65",J: +100.35 to +338.05,J: +37.00 to +389.00,H: +4.06 to +5.96,E: +0.21 to +0.28,J: +11.00 to +113.00,J: +73.47 to +217.00,J: +59.04 to +176.83,J: +19.31 to +128.65,D: +172.15 to +287.72,D: +0.04 to +0.12,D: +0.37 to +0.58,F: +0.00 to +0.50,H: +0.44 to +0.53,A,"A, R","secondary, tertiary, residential"
70,"G: +16,208.22 to +25,962.57",G: +575.40 to +705.73,J: +100.35 to +338.05,H: +12.00 to +19.00,H: +4.06 to +5.96,D: +0.08 to +0.21,J: +11.00 to +113.00,J: +73.47 to +217.00,J: +59.04 to +176.83,J: +19.31 to +128.65,D: +172.15 to +287.72,D: +0.04 to +0.12,E: +0.58 to +0.73,G: +0.50 to +0.79,E: +0.22 to +0.28,R,"A, B, R, S","secondary, residential"
71,"J: +68,167.29 to +723,844.63","J: +1,137.65 to +5,919.44",J: +100.35 to +338.05,J: +37.00 to +389.00,G: +2.90 to +4.06,D: +0.08 to +0.21,J: +11.00 to +113.00,I: +60.59 to +73.47,I: +43.58 to +59.04,I: +11.99 to +19.31,D: +172.15 to +287.72,C: +0.00 to +0.04,C: +0.00 to +0.37,F: +0.00 to +0.50,I: +0.53 to +0.69,R,"A, R","primary, secondary, tertiary, residential"
72,"G: +16,208.22 to +25,962.57",G: +575.40 to +705.73,J: +100.35 to +338.05,H: +12.00 to +19.00,J: +9.79 to +49.32,G: +0.33 to +0.39,J: +11.00 to +113.00,J: +73.47 to +217.00,J: +59.04 to +176.83,J: +19.31 to +128.65,F: +376.68 to +466.13,G: +0.26 to +0.33,F: +0.73 to +0.86,H: +0.79 to +1.00,E: +0.22 to +0.28,R,"B, R, S","secondary, tertiary, residential"
73,"H: +25,962.57 to +37,105.02",H: +705.73 to +877.46,J: +100.35 to +338.05,I: +19.00 to +37.00,H: +4.06 to +5.96,E: +0.21 to +0.28,J: +11.00 to +113.00,J: +73.47 to +217.00,J: +59.04 to +176.83,J: +19.31 to +128.65,D: +172.15 to +287.72,D: +0.04 to +0.12,C: +0.00 to +0.37,F: +0.00 to +0.50,D: +0.17 to +0.22,A,"A, R","secondary, tertiary, residential"
74,"J: +68,167.29 to +723,844.63","J: +1,137.65 to +5,919.44",J: +100.35 to +338.05,J: +37.00 to +389.00,G: +2.90 to +4.06,D: +0.08 to +0.21,J: +11.00 to +113.00,I: +60.59 to +73.47,I: +43.58 to +59.04,J: +19.31 to +128.65,F: +376.68 to +466.13,E: +0.12 to +0.20,D: +0.37 to +0.58,F: +0.00 to +0.50,F: +0.28 to +0.35,R,"A, R","secondary, tertiary, residential"
75,"G: +16,208.22 to +25,962.57",G: +575.40 to +705.73,E: +20.94 to +36.00,I: +19.00 to +37.00,F: +2.17 to +2.90,H: +0.39 to +0.47,A: +0.00 to +0.00,A: +0.00 to +0.00,D: +12.32 to +17.74,A: +0.00 to +0.00,E: +287.72 to +376.68,H: +0.33 to +0.39,F: +0.73 to +0.86,A: +0.00 to +0.00,C: +0.11 to +0.17,A,A,"secondary, tertiary"
76,"I: +37,105.02 to +68,167.29",H: +705.73 to +877.46,H: +62.56 to +80.48,I: +19.00 to +37.00,H: +4.06 to +5.96,E: +0.21 to +0.28,J: +11.00 to +113.00,H: +50.20 to +60.59,I: +43.58 to +59.04,I: +11.99 to +19.31,E: +287.72 to +376.68,D: +0.04 to +0.12,D: +0.37 to +0.58,F: +0.00 to +0.50,I: +0.53 to +0.69,B,"A, B","primary, secondary, tertiary"
77,"J: +68,167.29 to +723,844.63","J: +1,137.65 to +5,919.44",F: +36.00 to +47.89,E: +3.00 to +5.00,D: +0.40 to +1.50,D: +0.08 to +0.21,G: +1.00 to +3.00,G: +43.06 to +50.20,H: +32.47 to +43.58,A: +0.00 to +0.00,"J: +1,173.35 to +23,420.93",G: +0.26 to +0.33,I: +1.00 to +1.00,H: +0.79 to +1.00,J: +0.69 to +1.00,S,A,"trunk, primary, secondary, tertiary, residential"
78,"J: +68,167.29 to +723,844.63","J: +1,137.65 to +5,919.44",H: +62.56 to +80.48,J: +37.00 to +389.00,E: +1.50 to +2.17,D: +0.08 to +0.21,J: +11.00 to +113.00,G: +43.06 to +50.20,G: +25.87 to +32.47,I: +11.99 to +19.31,D: +172.15 to +287.72,E: +0.12 to +0.20,D: +0.37 to +0.58,G: +0.50 to +0.79,F: +0.28 to +0.35,S,"A, B, R","secondary, residential"
79,"H: +25,962.57 to +37,105.02",G: +575.40 to +705.73,J: +100.35 to +338.05,H: +12.00 to +19.00,J: +9.79 to +49.32,G: +0.33 to +0.39,J: +11.00 to +113.00,J: +73.47 to +217.00,J: +59.04 to +176.83,J: +19.31 to +128.65,G: +466.13 to +602.17,G: +0.26 to +0.33,E: +0.58 to +0.73,G: +0.50 to +0.79,C: +0.11 to +0.17,B,"A, B, R","secondary, tertiary, residential"
80,"H: +25,962.57 to +37,105.02",H: +705.73 to +877.46,J: +100.35 to +338.05,G: +8.00 to +12.00,I: +5.96 to +9.79,D: +0.08 to +0.21,H: +3.00 to +6.00,J: +73.47 to +217.00,I: +43.58 to +59.04,J: +19.31 to +128.65,G: +466.13 to +602.17,E: +0.12 to +0.20,F: +0.73 to +0.86,G: +0.50 to +0.79,B: +0.06 to +0.11,A,"A, B","secondary, tertiary"
81,"I: +37,105.02 to +68,167.29","I: +877.46 to +1,137.65",J: +100.35 to +338.05,H: +12.00 to +19.00,J: +9.79 to +49.32,G: +0.33 to +0.39,J: +11.00 to +113.00,J: +73.47 to +217.00,J: +59.04 to +176.83,J: +19.31 to +128.65,"I: +800.41 to +1,173.35",G: +0.26 to +0.33,E: +0.58 to +0.73,G: +0.50 to +0.79,E: +0.22 to +0.28,B,"B, R, S","secondary, tertiary, residential"
82,"J: +68,167.29 to +723,844.63","J: +1,137.65 to +5,919.44",I: +80.48 to +100.35,J: +37.00 to +389.00,G: +2.90 to +4.06,G: +0.33 to +0.39,J: +11.00 to +113.00,H: +50.20 to +60.59,G: +25.87 to +32.47,I: +11.99 to +19.31,E: +287.72 to +376.68,I: +0.39 to +0.49,C: +0.00 to +0.37,G: +0.50 to +0.79,F: +0.28 to +0.35,R,"A, B, R","primary, secondary, tertiary, residential"
83,"F: +10,752.29 to +16,208.22",F: +479.10 to +575.40,I: +80.48 to +100.35,E: +3.00 to +5.00,I: +5.96 to +9.79,I: +0.47 to +0.62,F: +0.00 to +1.00,J: +73.47 to +217.00,H: +32.47 to +43.58,A: +0.00 to +0.00,"J: +1,173.35 to +23,420.93",H: +0.33 to +0.39,H: +1.00 to +1.00,H: +0.79 to +1.00,J: +0.69 to +1.00,B,"B, R","primary, secondary, tertiary"
84,"J: +68,167.29 to +723,844.63","J: +1,137.65 to +5,919.44",J: +100.35 to +338.05,J: +37.00 to +389.00,I: +5.96 to +9.79,G: +0.33 to +0.39,J: +11.00 to +113.00,I: +60.59 to +73.47,I: +43.58 to +59.04,J: +19.31 to +128.65,G: +466.13 to +602.17,H: +0.33 to +0.39,C: +0.00 to +0.37,F: +0.00 to +0.50,J: +0.69 to +1.00,B,"A, B","primary, secondary, tertiary"
85,"G: +16,208.22 to +25,962.57",G: +575.40 to +705.73,F: +36.00 to +47.89,H: +12.00 to +19.00,D: +0.40 to +1.50,D: +0.08 to +0.21,F: +0.00 to +1.00,F: +0.00 to +43.06,E: +17.74 to +20.19,A: +0.00 to +0.00,D: +172.15 to +287.72,D: +0.04 to +0.12,E: +0.58 to +0.73,H: +0.79 to +1.00,I: +0.53 to +0.69,A,B,"primary, tertiary"
86,"F: +10,752.29 to +16,208.22",F: +479.10 to +575.40,J: +100.35 to +338.05,E: +3.00 to +5.00,H: +4.06 to +5.96,D: +0.08 to +0.21,H: +3.00 to +6.00,J: +73.47 to +217.00,J: +59.04 to +176.83,I: +11.99 to +19.31,G: +466.13 to +602.17,D: +0.04 to +0.12,H: +1.00 to +1.00,H: +0.79 to +1.00,E: +0.22 to +0.28,B,"A, B, S","secondary, residential"
87,"I: +37,105.02 to +68,167.29","I: +877.46 to +1,137.65",J: +100.35 to +338.05,I: +19.00 to +37.00,I: +5.96 to +9.79,H: +0.39 to +0.47,J: +11.00 to +113.00,J: +73.47 to +217.00,J: +59.04 to +176.83,J: +19.31 to +128.65,"I: +800.41 to +1,173.35",F: +0.20 to +0.26,F: +0.73 to +0.86,H: +0.79 to +1.00,G: +0.35 to +0.44,B,"A, B, R","primary, tertiary, residential"
88,"I: +37,105.02 to +68,167.29","I: +877.46 to +1,137.65",J: +100.35 to +338.05,J: +37.00 to +389.00,H: +4.06 to +5.96,G: +0.33 to +0.39,J: +11.00 to +113.00,H: +50.20 to +60.59,G: +25.87 to +32.47,J: +19.31 to +128.65,E: +287.72 to +376.68,F: +0.20 to +0.26,D: +0.37 to +0.58,H: +0.79 to +1.00,C: +0.11 to +0.17,B,B,"primary, secondary, tertiary, residential"
89,"I: +37,105.02 to +68,167.29",H: +705.73 to +877.46,J: +100.35 to +338.05,G: +8.00 to +12.00,H: +4.06 to +5.96,D: +0.08 to +0.21,I: +6.00 to +11.00,I: +60.59 to +73.47,J: +59.04 to +176.83,J: +19.31 to +128.65,H: +602.17 to +800.41,E: +0.12 to +0.20,C: +0.00 to +0.37,F: +0.00 to +0.50,A: +0.00 to +0.06,B,"A, B, G","primary, secondary, tertiary"
90,"C: +3,186.09 to +4,883.63",F: +479.10 to +575.40,J: +100.35 to +338.05,D: +1.00 to +3.00,J: +9.79 to +49.32,J: +0.62 to +0.99,G: +1.00 to +3.00,J: +73.47 to +217.00,J: +59.04 to +176.83,J: +19.31 to +128.65,"J: +1,173.35 to +23,420.93",G: +0.26 to +0.33,H: +1.00 to +1.00,H: +0.79 to +1.00,E: +0.22 to +0.28,A,"A, B, S","secondary, tertiary, residential"
91,"H: +25,962.57 to +37,105.02",H: +705.73 to +877.46,G: +47.89 to +62.56,G: +8.00 to +12.00,D: +0.40 to +1.50,C: +0.00 to +0.08,F: +0.00 to +1.00,G: +43.06 to +50.20,F: +20.19 to +25.87,A: +0.00 to +0.00,D: +172.15 to +287.72,D: +0.04 to +0.12,F: +0.73 to +0.86,A: +0.00 to +0.00,A: +0.00 to +0.06,B,"A, B, G","trunk, primary, secondary, tertiary"
92,"I: +37,105.02 to +68,167.29","J: +1,137.65 to +5,919.44",G: +47.89 to +62.56,I: +19.00 to +37.00,D: +0.40 to +1.50,D: +0.08 to +0.21,J: +11.00 to +113.00,H: +50.20 to +60.59,G: +25.87 to +32.47,H: +5.71 to +11.99,D: +172.15 to +287.72,D: +0.04 to +0.12,F: +0.73 to +0.86,H: +0.79 to +1.00,H: +0.44 to +0.53,A,"A, B, G, S","trunk, tertiary, residential"
93,"J: +68,167.29 to +723,844.63","I: +877.46 to +1,137.65",J: +100.35 to +338.05,J: +37.00 to +389.00,F: +2.17 to +2.90,D: +0.08 to +0.21,J: +11.00 to +113.00,I: +60.59 to +73.47,H: +32.47 to +43.58,J: +19.31 to +128.65,D: +172.15 to +287.72,D: +0.04 to +0.12,E: +0.58 to +0.73,G: +0.50 to +0.79,C: +0.11 to +0.17,B,B,"trunk, primary, secondary, tertiary, residential"
94,"B: +1,219.23 to +3,186.09",B: +167.74 to +256.79,A: +0.00 to +0.00,A: +0.00 to +0.00,A: +0.00 to +0.00,A: +0.00 to +0.00,A: +0.00 to +0.00,A: +0.00 to +0.00,A: +0.00 to +0.00,A: +0.00 to +0.00,A: +0.00 to +0.00,A: +0.00 to +0.00,A: +0.00 to +0.00,A: +0.00 to +0.00,G: +0.35 to +0.44,B,"B, R","primary, tertiary, residential"
95,"G: +16,208.22 to +25,962.57",G: +575.40 to +705.73,I: +80.48 to +100.35,G: +8.00 to +12.00,H: +4.06 to +5.96,E: +0.21 to +0.28,I: +6.00 to +11.00,I: +60.59 to +73.47,I: +43.58 to +59.04,J: +19.31 to +128.65,G: +466.13 to +602.17,D: +0.04 to +0.12,E: +0.58 to +0.73,G: +0.50 to +0.79,E: +0.22 to +0.28,A,"A, G, R","trunk, secondary, tertiary, residential"
96,"E: +7,021.92 to +10,752.29",E: +373.51 to +479.10,A: +0.00 to +0.00,A: +0.00 to +0.00,A: +0.00 to +0.00,A: +0.00 to +0.00,A: +0.00 to +0.00,A: +0.00 to +0.00,C: +4.58 to +12.32,A: +0.00 to +0.00,A: +0.00 to +0.00,A: +0.00 to +0.00,A: +0.00 to +0.00,A: +0.00 to +0.00,F: +0.28 to +0.35,G,A,"trunk, tertiary, residential"
97,"E: +7,021.92 to +10,752.29",E: +373.51 to +479.10,A: +0.00 to +0.00,A: +0.00 to +0.00,A: +0.00 to +0.00,A: +0.00 to +0.00,A: +0.00 to +0.00,A: +0.00 to +0.00,I: +43.58 to +59.04,A: +0.00 to +0.00,A: +0.00 to +0.00,A: +0.00 to +0.00,A: +0.00 to +0.00,A: +0.00 to +0.00,A: +0.00 to +0.06,G,"B, G","primary, secondary, tertiary"
98,"B: +1,219.23 to +3,186.09",B: +167.74 to +256.79,D: +12.00 to +20.94,D: +1.00 to +3.00,D: +0.40 to +1.50,D: +0.08 to +0.21,A: +0.00 to +0.00,A: +0.00 to +0.00,C: +4.58 to +12.32,A: +0.00 to +0.00,C: +0.00 to +172.15,D: +0.04 to +0.12,H: +1.00 to +1.00,A: +0.00 to +0.00,D: +0.17 to +0.22,R,A,"trunk, secondary, tertiary, residential"
99,"H: +25,962.57 to +37,105.02",H: +705.73 to +877.46,E: +20.94 to +36.00,H: +12.00 to +19.00,D: +0.40 to +1.50,D: +0.08 to +0.21,A: +0.00 to +0.00,A: +0.00 to +0.00,F: +20.19 to +25.87,A: +0.00 to +0.00,D: +172.15 to +287.72,D: +0.04 to +0.12,F: +0.73 to +0.86,A: +0.00 to +0.00,J: +0.69 to +1.00,R,"B, R","primary, secondary, tertiary"
100,"I: +37,105.02 to +68,167.29","I: +877.46 to +1,137.65",E: +20.94 to +36.00,J: +37.00 to +389.00,E: +1.50 to +2.17,E: +0.21 to +0.28,A: +0.00 to +0.00,A: +0.00 to +0.00,E: +17.74 to +20.19,A: +0.00 to +0.00,F: +376.68 to +466.13,F: +0.20 to +0.26,D: +0.37 to +0.58,A: +0.00 to +0.00,I: +0.53 to +0.69,R,"B, R","primary, tertiary, residential"
101,"I: +37,105.02 to +68,167.29","I: +877.46 to +1,137.65",I: +80.48 to +100.35,J: +37.00 to +389.00,G: +2.90 to +4.06,F: +0.28 to +0.33,J: +11.00 to +113.00,G: +43.06 to +50.20,G: +25.87 to +32.47,I: +11.99 to +19.31,F: +376.68 to +466.13,E: +0.12 to +0.20,D: +0.37 to +0.58,G: +0.50 to +0.79,E: +0.22 to +0.28,B,"A, B, R","primary, tertiary, residential"
102,"I: +37,105.02 to +68,167.29","I: +877.46 to +1,137.65",J: +100.35 to +338.05,I: +19.00 to +37.00,J: +9.79 to +49.32,G: +0.33 to +0.39,J: +11.00 to +113.00,J: +73.47 to +217.00,J: +59.04 to +176.83,J: +19.31 to +128.65,G: +466.13 to +602.17,H: +0.33 to +0.39,E: +0.58 to +0.73,G: +0.50 to +0.79,A: +0.00 to +0.06,B,"A, B","primary, secondary, residential"
103,"I: +37,105.02 to +68,167.29","I: +877.46 to +1,137.65",J: +100.35 to +338.05,I: +19.00 to +37.00,J: +9.79 to +49.32,I: +0.47 to +0.62,J: +11.00 to +113.00,J: +73.47 to +217.00,J: +59.04 to +176.83,J: +19.31 to +128.65,"I: +800.41 to +1,173.35",G: +0.26 to +0.33,D: +0.37 to +0.58,F: +0.00 to +0.50,B: +0.06 to +0.11,B,"A, B","trunk, primary, secondary, tertiary, residential"
104,"G: +16,208.22 to +25,962.57",G: +575.40 to +705.73,J: +100.35 to +338.05,I: +19.00 to +37.00,J: +9.79 to +49.32,H: +0.39 to +0.47,J: +11.00 to +113.00,J: +73.47 to +217.00,J: +59.04 to +176.83,J: +19.31 to +128.65,E: +287.72 to +376.68,H: +0.33 to +0.39,J: +1.00 to +1.00,H: +0.79 to +1.00,A: +0.00 to +0.06,B,B,"primary, secondary, residential"
105,"J: +68,167.29 to +723,844.63","I: +877.46 to +1,137.65",G: +47.89 to +62.56,J: +37.00 to +389.00,F: +2.17 to +2.90,G: +0.33 to +0.39,H: +3.00 to +6.00,F: +0.00 to +43.06,E: +17.74 to +20.19,G: +0.00 to +5.71,E: +287.72 to +376.68,H: +0.33 to +0.39,D: +0.37 to +0.58,F: +0.00 to +0.50,J: +0.69 to +1.00,R,R,"secondary, tertiary, residential"
106,"H: +25,962.57 to +37,105.02",H: +705.73 to +877.46,E: +20.94 to +36.00,J: +37.00 to +389.00,F: +2.17 to +2.90,G: +0.33 to +0.39,F: +0.00 to +1.00,F: +0.00 to +43.06,E: +17.74 to +20.19,A: +0.00 to +0.00,D: +172.15 to +287.72,I: +0.39 to +0.49,D: +0.37 to +0.58,H: +0.79 to +1.00,D: +0.17 to +0.22,R,"A, B, R","tertiary, residential"
107,"J: +68,167.29 to +723,844.63","I: +877.46 to +1,137.65",A: +0.00 to +0.00,A: +0.00 to +0.00,A: +0.00 to +0.00,A: +0.00 to +0.00,A: +0.00 to +0.00,A: +0.00 to +0.00,G: +25.87 to +32.47,A: +0.00 to +0.00,A: +0.00 to +0.00,A: +0.00 to +0.00,A: +0.00 to +0.00,A: +0.00 to +0.00,A: +0.00 to +0.06,G,G,"primary, secondary"
108,"C: +3,186.09 to +4,883.63",B: +167.74 to +256.79,J: +100.35 to +338.05,E: +3.00 to +5.00,J: +9.79 to +49.32,I: +0.47 to +0.62,H: +3.00 to +6.00,J: +73.47 to +217.00,J: +59.04 to +176.83,J: +19.31 to +128.65,G: +466.13 to +602.17,I: +0.39 to +0.49,H: +1.00 to +1.00,H: +0.79 to +1.00,A: +0.00 to +0.06,B,B,"secondary, residential"
109,"I: +37,105.02 to +68,167.29","I: +877.46 to +1,137.65",H: +62.56 to +80.48,J: +37.00 to +389.00,H: +4.06 to +5.96,H: +0.39 to +0.47,J: +11.00 to +113.00,G: +43.06 to +50.20,G: +25.87 to +32.47,I: +11.99 to +19.31,F: +376.68 to +466.13,H: +0.33 to +0.39,E: +0.58 to +0.73,F: +0.00 to +0.50,B: +0.06 to +0.11,A,"B, R","primary, secondary, residential"
110,"I: +37,105.02 to +68,167.29","I: +877.46 to +1,137.65",E: +20.94 to +36.00,J: +37.00 to +389.00,E: +1.50 to +2.17,G: +0.33 to +0.39,A: +0.00 to +0.00,A: +0.00 to +0.00,D: +12.32 to +17.74,A: +0.00 to +0.00,E: +287.72 to +376.68,I: +0.39 to +0.49,D: +0.37 to +0.58,A: +0.00 to +0.00,G: +0.35 to +0.44,R,"B, R","tertiary, residential"
111,"C: +3,186.09 to +4,883.63",C: +256.79 to +309.19,G: +47.89 to +62.56,C: +0.00 to +1.00,F: +2.17 to +2.90,D: +0.08 to +0.21,F: +0.00 to +1.00,G: +43.06 to +50.20,I: +43.58 to +59.04,A: +0.00 to +0.00,H: +602.17 to +800.41,D: +0.04 to +0.12,G: +0.86 to +1.00,H: +0.79 to +1.00,J: +0.69 to +1.00,B,"A, B","primary, secondary, residential"
112,"D: +4,883.63 to +7,021.92",D: +309.19 to +373.51,J: +100.35 to +338.05,E: +3.00 to +5.00,I: +5.96 to +9.79,E: +0.21 to +0.28,H: +3.00 to +6.00,J: +73.47 to +217.00,J: +59.04 to +176.83,I: +11.99 to +19.31,E: +287.72 to +376.68,E: +0.12 to +0.20,H: +1.00 to +1.00,H: +0.79 to +1.00,J: +0.69 to +1.00,B,"A, B","secondary, residential"
113,"F: +10,752.29 to +16,208.22",F: +479.10 to +575.40,J: +100.35 to +338.05,G: +8.00 to +12.00,J: +9.79 to +49.32,I: +0.47 to +0.62,I: +6.00 to +11.00,J: +73.47 to +217.00,J: +59.04 to +176.83,J: +19.31 to +128.65,H: +602.17 to +800.41,I: +0.39 to +0.49,G: +0.86 to +1.00,H: +0.79 to +1.00,A: +0.00 to +0.06,B,B,"secondary, residential"
114,"F: +10,752.29 to +16,208.22",F: +479.10 to +575.40,J: +100.35 to +338.05,H: +12.00 to +19.00,J: +9.79 to +49.32,G: +0.33 to +0.39,J: +11.00 to +113.00,J: +73.47 to +217.00,J: +59.04 to +176.83,J: +19.31 to +128.65,F: +376.68 to +466.13,G: +0.26 to +0.33,F: +0.73 to +0.86,H: +0.79 to +1.00,B: +0.06 to +0.11,B,"A, B, R","primary, secondary, residential"
115,"H: +25,962.57 to +37,105.02",H: +705.73 to +877.46,J: +100.35 to +338.05,I: +19.00 to +37.00,J: +9.79 to +49.32,F: +0.28 to +0.33,J: +11.00 to +113.00,J: +73.47 to +217.00,J: +59.04 to +176.83,J: +19.31 to +128.65,F: +376.68 to +466.13,G: +0.26 to +0.33,F: +0.73 to +0.86,G: +0.50 to +0.79,B: +0.06 to +0.11,B,"A, B","secondary, tertiary, residential"
116,"H: +25,962.57 to +37,105.02",H: +705.73 to +877.46,J: +100.35 to +338.05,J: +37.00 to +389.00,G: +2.90 to +4.06,G: +0.33 to +0.39,I: +6.00 to +11.00,I: +60.59 to +73.47,G: +25.87 to +32.47,J: +19.31 to +128.65,D: +172.15 to +287.72,H: +0.33 to +0.39,E: +0.58 to +0.73,H: +0.79 to +1.00,D: +0.17 to +0.22,B,"A, R","primary, tertiary, residential"
117,"D: +4,883.63 to +7,021.92",D: +309.19 to +373.51,I: +80.48 to +100.35,E: +3.00 to +5.00,J: +9.79 to +49.32,I: +0.47 to +0.62,G: +1.00 to +3.00,J: +73.47 to +217.00,J: +59.04 to +176.83,G: +0.00 to +5.71,H: +602.17 to +800.41,J: +0.49 to +1.40,H: +1.00 to +1.00,H: +0.79 to +1.00,J: +0.69 to +1.00,B,"A, B, R","secondary, residential"
118,"I: +37,105.02 to +68,167.29",H: +705.73 to +877.46,F: +36.00 to +47.89,J: +37.00 to +389.00,F: +2.17 to +2.90,G: +0.33 to +0.39,G: +1.00 to +3.00,F: +0.00 to +43.06,E: +17.74 to +20.19,G: +0.00 to +5.71,D: +172.15 to +287.72,H: +0.33 to +0.39,D: +0.37 to +0.58,A: +0.00 to +0.00,F: +0.28 to +0.35,R,"B, R","tertiary, residential"
119,"I: +37,105.02 to +68,167.29","I: +877.46 to +1,137.65",F: +36.00 to +47.89,J: +37.00 to +389.00,F: +2.17 to +2.90,G: +0.33 to +0.39,F: +0.00 to +1.00,G: +43.06 to +50.20,E: +17.74 to +20.19,A: +0.00 to +0.00,E: +287.72 to +376.68,I: +0.39 to +0.49,D: +0.37 to +0.58,H: +0.79 to +1.00,I: +0.53 to +0.69,R,R,"secondary, tertiary, residential"
120,"F: +10,752.29 to +16,208.22",F: +479.10 to +575.40,J: +100.35 to +338.05,F: +5.00 to +8.00,J: +9.79 to +49.32,J: +0.62 to +0.99,H: +3.00 to +6.00,J: +73.47 to +217.00,J: +59.04 to +176.83,J: +19.31 to +128.65,"J: +1,173.35 to +23,420.93",H: +0.33 to +0.39,I: +1.00 to +1.00,H: +0.79 to +1.00,A: +0.00 to +0.06,B,B,"secondary, tertiary, residential"
121,"F: +10,752.29 to +16,208.22",F: +479.10 to +575.40,I: +80.48 to +100.35,G: +8.00 to +12.00,F: +2.17 to +2.90,D: +0.08 to +0.21,G: +1.00 to +3.00,J: +73.47 to +217.00,I: +43.58 to +59.04,G: +0.00 to +5.71,D: +172.15 to +287.72,D: +0.04 to +0.12,G: +0.86 to +1.00,G: +0.50 to +0.79,B: +0.06 to +0.11,A,"A, B, R",residential
122,"F: +10,752.29 to +16,208.22",E: +373.51 to +479.10,I: +80.48 to +100.35,F: +5.00 to +8.00,I: +5.96 to +9.79,I: +0.47 to +0.62,H: +3.00 to +6.00,J: +73.47 to +217.00,I: +43.58 to +59.04,G: +0.00 to +5.71,"I: +800.41 to +1,173.35",F: +0.20 to +0.26,J: +1.00 to +1.00,H: +0.79 to +1.00,J: +0.69 to +1.00,R,"A, B","secondary, residential"
